1,256,2025-04-30,48002.90
2,182,2022-11-07,20628.35
3,477,2022-09-02,69846.84
4,57,2024-04-28,21409.88
5,281,2024-01-11,134000.96
6,90,2022-09-23,60781.24
7,348,2024-04-20,30805.86
8,489,2023-11-21,79552.33
9,482,2022-12-19,37840.14
10,124,2024-07-29,67328.75
11,186,2023-03-03,23579.70
12,165,2022-10-29,39488.84
13,86,2023-08-15,94232.06
14,347,2024-08-14,13518.52
15,211,2023-12-23,27837.04
16,249,2023-01-01,33964.30
17,272,2024-04-23,37256.93
18,443,2024-08-12,30342.84
19,467,2023-09-12,78721.43
20,148,2022-10-22,29489.59
21,364,2023-03-28,14305.08
22,393,2023-09-11,25489.14
23,376,2024-06-30,53679.42
24,24,2022-12-26,62394.30
25,178,2024-12-16,75395.87
26,79,2022-11-25,23597.33
27,382,2022-07-28,30858.55
28,249,2023-07-17,24058.06
29,434,2023-08-28,229.32
30,153,2024-06-29,133871.71
31,294,2022-11-21,68705.00
32,221,2024-07-03,33245.47
33,225,2023-08-14,80058.19
34,201,2024-10-08,13241.49
35,35,2023-08-27,30143.60
36,163,2023-06-20,86822.65
37,465,2024-01-15,7926.30
38,469,2025-06-10,22263.30
39,11,2024-06-24,35400.24
40,80,2023-10-10,106525.94
41,83,2025-03-09,35771.65
42,281,2023-05-01,88111.32
43,20,2022-09-22,6960.92
44,446,2024-12-12,39825.77
45,181,2023-10-13,35514.85
46,71,2022-07-15,16738.88
47,476,2023-05-18,20824.22
48,345,2023-06-06,17063.00
49,489,2024-07-18,30813.61
50,289,2024-01-03,60360.47
51,244,2024-01-20,24646.72
52,58,2023-07-03,51069.29
53,321,2023-11-13,18545.11
54,218,2024-03-20,10797.64
55,149,2022-08-04,46819.48
56,443,2023-08-14,66948.39
57,216,2024-07-12,10283.16
58,92,2025-01-25,9058.55
59,347,2023-12-29,29073.09
60,368,2023-08-14,30026.78
61,287,2025-01-05,60930.83
62,324,2023-06-26,63934.11
63,481,2024-06-12,5260.92
64,265,2023-12-14,15079.98
65,342,2023-04-04,91942.07
66,420,2025-01-08,28030.55
67,471,2023-04-21,93098.32
68,187,2024-04-20,62873.09
69,225,2022-11-27,111881.22
70,206,2022-07-20,131910.11
71,83,2024-02-18,4056.32
72,55,2025-01-21,104751.17
73,329,2024-09-30,12847.15
74,176,2024-05-14,38202.98
75,126,2025-04-29,78719.62
76,246,2024-05-01,33773.03
77,309,2024-10-06,9751.90
78,13,2022-08-24,34210.44
79,178,2024-12-27,63234.65
80,13,2022-08-25,1018.56
81,377,2023-09-23,29254.73
82,284,2023-03-27,12861.13
83,365,2023-11-18,20150.38
84,78,2022-10-31,78562.40
85,375,2022-09-24,12587.65
86,403,2025-06-02,17396.79
87,260,2022-12-01,15662.90
88,438,2022-12-03,26268.28
89,47,2023-06-18,13391.17
90,86,2023-04-11,23862.45
91,135,2024-12-20,20900.23
92,8,2024-02-29,28278.96
93,331,2025-05-27,76936.50
94,406,2024-08-16,56341.44
95,364,2023-12-16,44825.50
96,325,2023-01-23,7667.58
97,203,2023-06-25,41835.35
98,368,2024-11-03,5096.24
99,56,2025-02-01,2712.90
100,98,2024-04-07,23044.53
101,266,2024-11-30,11678.65
102,297,2025-04-12,93864.84
103,366,2023-08-29,46885.15
104,390,2023-10-20,41537.61
105,284,2023-05-01,54281.67
106,468,2024-04-15,44750.92
107,143,2024-09-07,14602.84
108,308,2024-10-30,44041.07
109,331,2025-06-06,5485.04
110,394,2022-10-10,29535.60
111,456,2023-11-24,57527.98
112,280,2024-05-19,46751.70
113,451,2024-06-23,71835.61
114,56,2025-04-21,7749.68
115,46,2025-04-02,3412.60
116,106,2023-06-15,82756.59
117,472,2022-12-18,33334.80
118,225,2024-08-22,51474.14
119,266,2024-12-11,24744.42
120,347,2024-11-05,12253.42
121,170,2023-05-30,6809.73
122,109,2024-09-02,63181.42
123,462,2025-04-01,15540.71
124,58,2023-02-02,34747.80
125,404,2023-04-04,26294.80
126,487,2024-12-14,79240.52
127,183,2022-12-10,33589.30
128,411,2024-02-09,31541.21
129,33,2022-07-29,35550.44
130,410,2023-12-04,69469.75
131,233,2022-12-11,22814.73
132,142,2023-08-13,34391.35
133,383,2022-12-23,71622.10
134,467,2023-11-27,13040.90
135,280,2023-01-02,48187.89
136,316,2025-03-10,81648.51
137,99,2024-03-15,59584.50
138,464,2023-02-21,31377.85
139,253,2024-05-29,92839.64
140,455,2025-04-30,9826.15
141,424,2024-12-13,31596.52
142,71,2023-10-28,14463.52
143,51,2024-07-26,68406.68
144,306,2024-08-17,13138.96
145,201,2024-01-05,8460.50
146,401,2023-03-21,47146.74
147,172,2022-09-06,52051.32
148,257,2023-07-30,45278.64
149,246,2024-08-19,151920.31
150,103,2024-02-14,23858.80
151,304,2023-04-15,31664.57
152,78,2023-11-05,48858.36
153,33,2022-07-01,73176.93
154,140,2024-08-26,686.36
155,374,2023-09-27,37598.46
156,206,2023-11-28,14493.68
157,3,2023-12-27,60493.44
158,495,2022-07-04,41333.00
159,351,2022-07-12,55847.55
160,401,2025-02-12,27372.96
161,482,2022-10-20,21287.46
162,12,2025-03-24,23526.13
163,396,2023-11-18,15818.06
164,50,2025-03-31,41274.01
165,231,2025-04-18,62160.81
166,290,2023-12-18,70085.90
167,194,2024-12-31,48741.39
168,187,2022-07-20,114.66
169,303,2022-12-11,66187.97
170,132,2022-10-23,44718.99
171,362,2022-10-26,29330.33
172,316,2025-06-04,31883.35
173,199,2023-06-10,42814.91
174,488,2022-11-08,40804.00
175,420,2025-06-12,16736.30
176,3,2024-12-21,66803.76
177,77,2023-10-21,6631.26
178,335,2025-02-06,33223.54
179,132,2024-01-28,90916.30
180,339,2023-08-07,26369.86
181,466,2023-07-03,7162.78
182,291,2023-02-14,63655.37
183,245,2024-03-31,51287.11
184,60,2023-03-09,73992.77
185,111,2023-08-07,92075.66
186,217,2024-07-18,62027.34
187,121,2024-10-24,49848.50
188,271,2022-11-26,23268.17
189,248,2024-08-10,56524.45
190,72,2024-01-10,10848.67
191,463,2023-03-16,85082.54
192,231,2022-07-30,44452.90
193,420,2024-03-01,3027.08
194,14,2023-08-23,77822.29
195,7,2025-04-15,33493.00
196,93,2024-01-07,22661.55
197,267,2024-09-24,105924.52
198,263,2023-07-18,17315.90
199,476,2023-11-28,17820.75
200,339,2024-04-27,68572.87
201,479,2024-03-29,37262.47
202,133,2023-11-25,49234.33
203,124,2023-06-23,61715.97
204,461,2024-02-09,21125.76
205,100,2024-06-13,79285.34
206,327,2024-09-09,28652.72
207,294,2024-03-16,61271.03
208,223,2024-01-18,78116.10
209,35,2023-06-06,343.18
210,17,2024-12-25,65675.50
211,91,2023-05-05,69749.50
212,471,2023-06-07,21294.75
213,467,2024-11-25,82853.28
214,61,2024-11-11,31394.25
215,306,2025-04-24,18411.79
216,421,2024-02-21,118049.18
217,250,2022-10-17,27547.61
218,177,2024-12-14,13730.27
219,15,2022-08-11,41836.53
220,133,2023-02-15,45405.26
221,199,2023-10-24,3136.59
222,313,2023-11-17,19344.27
223,219,2022-08-05,14863.21
224,67,2025-04-03,28443.69
225,171,2022-07-06,92503.35
226,374,2022-07-08,23281.10
227,306,2024-03-27,49225.54
228,73,2025-03-15,25060.64
229,279,2024-04-14,23503.45
230,82,2024-06-04,73382.72
231,167,2022-11-13,6354.58
232,330,2024-01-18,23639.08
233,483,2023-05-30,67968.96
234,123,2024-04-07,77318.92
235,150,2024-10-17,2439.57
236,242,2023-03-16,69218.82
237,459,2023-03-12,15800.14
238,141,2025-02-25,17721.36
239,65,2024-01-11,73838.04
240,325,2022-12-19,35205.23
241,326,2025-04-13,77859.46
242,317,2025-01-05,91417.70
243,489,2022-11-17,78802.12
244,214,2024-11-06,25418.32
245,233,2022-07-19,58735.41
246,429,2024-08-28,1715.90
247,420,2024-08-30,73742.25
248,451,2023-03-22,25175.30
249,209,2022-12-03,51431.26
250,469,2024-04-12,8098.23
251,408,2025-06-10,16063.40
252,153,2022-12-26,25329.88
253,480,2023-06-26,39948.57
254,346,2023-02-27,45291.87
255,396,2025-01-11,65255.93
256,381,2024-04-03,8453.13
257,297,2025-04-12,4482.55
258,174,2023-09-12,56041.81
259,326,2023-11-29,70700.21
260,108,2023-07-29,22619.97
261,163,2024-02-08,67624.15
262,464,2024-10-04,28590.98
263,380,2024-06-25,54365.21
264,137,2025-05-05,50657.21
265,167,2025-04-28,401.31
266,127,2022-07-15,68006.06
267,416,2023-08-05,36200.28
268,35,2023-06-30,8065.96
269,218,2025-05-09,54809.18
270,341,2025-03-05,29863.02
271,370,2023-07-02,8417.90
272,470,2024-04-13,50041.76
273,487,2023-05-30,166819.89
274,420,2022-12-26,10607.79
275,256,2025-02-07,16590.52
276,300,2022-12-28,10663.44
277,458,2025-02-09,30681.79
278,156,2024-11-04,302.60
279,486,2025-04-25,43035.72
280,287,2023-02-04,44586.15
281,369,2024-06-29,17427.30
282,431,2022-10-21,907.80
283,334,2023-11-25,29173.72
284,72,2025-05-25,87834.59
285,1,2022-08-22,89467.75
286,237,2023-07-01,18263.79
287,495,2024-12-16,80750.59
288,500,2025-01-15,31117.03
289,60,2023-03-12,46979.50
290,119,2023-04-08,35445.97
291,485,2022-07-31,20940.06
292,31,2024-09-24,17593.31
293,327,2023-10-31,59913.19
294,58,2024-01-25,63756.37
295,74,2023-05-29,55693.22
296,300,2022-07-29,11603.72
297,156,2022-11-04,42927.80
298,243,2025-05-23,65065.92
299,450,2022-07-20,4058.62
300,438,2023-05-13,11927.84
301,13,2024-06-19,23282.28
302,229,2022-11-03,35191.12
303,346,2025-04-12,63685.33
304,353,2025-06-18,42063.46
305,445,2023-01-10,38900.91
306,364,2024-06-02,54147.67
307,173,2022-08-05,19571.79
308,58,2023-08-14,13529.41
309,33,2023-04-20,23282.28
310,447,2022-07-19,105081.70
311,226,2022-08-16,84512.61
312,283,2024-10-31,45405.32
313,68,2023-11-17,8569.30
314,347,2023-03-01,20174.30
315,271,2023-09-26,69269.04
316,115,2023-05-27,74229.33
317,237,2024-05-03,15723.96
318,342,2023-03-01,65506.78
319,454,2023-12-31,103556.61
320,353,2022-09-28,28731.45
321,202,2024-07-05,81837.93
322,40,2023-11-09,62016.44
323,376,2022-07-17,73057.20
324,177,2023-09-10,15769.57
325,496,2025-05-09,51377.20
326,187,2023-09-26,95244.19
327,421,2024-03-21,13808.08
328,422,2025-05-26,8224.45
329,480,2022-10-08,20688.97
330,282,2023-04-10,2639.95
331,289,2024-09-05,13276.30
332,357,2024-01-15,10121.74
333,383,2024-03-08,67590.81
334,323,2024-08-12,54879.94
335,247,2022-07-28,87425.50
336,184,2023-09-18,23260.82
337,48,2025-01-02,11096.82
338,355,2023-08-19,100151.69
339,49,2024-07-11,25351.65
340,69,2023-08-09,44754.64
341,179,2024-11-26,9638.04
342,83,2022-07-22,27052.59
343,401,2024-03-27,32375.52
344,144,2023-12-12,38094.37
345,359,2024-09-05,40280.75
346,310,2023-05-07,64837.64
347,467,2023-02-06,4772.61
348,338,2024-06-20,100313.43
349,56,2025-06-01,60516.22
350,415,2025-05-04,47993.10
351,397,2025-01-12,80326.05
352,63,2022-08-05,39174.97
353,331,2024-04-28,29538.27
354,80,2024-02-05,2742.52
355,129,2024-05-17,50846.26
356,147,2025-05-29,66203.85
357,496,2023-11-29,10053.32
358,266,2024-11-02,64034.05
359,484,2023-10-24,46432.78
360,490,2023-01-09,73352.00
361,25,2022-10-07,49066.82
362,327,2024-09-13,64206.07
363,413,2022-12-20,28394.24
364,174,2023-07-27,35065.09
365,17,2023-03-25,27604.80
366,469,2022-09-30,115725.16
367,403,2023-05-21,44672.40
368,171,2023-06-08,13652.66
369,156,2023-07-30,3347.28
370,312,2025-02-16,68909.49
371,421,2022-07-30,22412.75
372,287,2022-12-13,42112.34
373,2,2024-05-29,66132.88
374,389,2023-08-17,57627.76
375,285,2025-06-02,32318.32
376,373,2023-01-19,36155.24
377,238,2023-03-23,52089.92
378,199,2024-04-27,7836.14
379,280,2024-07-23,49954.85
380,80,2024-10-16,343.18
381,340,2024-11-12,17371.32
382,158,2024-09-04,34163.22
383,495,2023-09-21,54980.64
384,327,2024-07-24,46221.51
385,445,2023-05-21,39260.30
386,201,2022-08-05,78531.52
387,411,2023-04-17,54658.18
388,243,2024-12-12,95731.93
389,181,2024-02-16,94762.71
390,229,2024-09-05,51543.20
391,210,2024-12-20,45005.28
392,161,2022-11-24,70336.10
393,179,2023-10-07,41750.00
394,276,2024-10-09,10594.78
395,16,2024-01-15,76964.30
396,206,2024-11-14,32247.30
397,391,2024-06-02,50988.44
398,97,2022-07-23,36134.20
399,128,2024-10-27,48145.96
400,61,2022-09-18,18374.54
401,373,2024-12-26,47639.90
402,142,2024-06-03,33206.85
403,143,2024-11-19,16758.08
404,370,2024-01-23,2090.55
405,448,2025-03-05,90198.94
406,38,2023-07-23,54606.29
407,31,2024-10-20,12073.77
408,220,2024-08-19,118907.07
409,417,2024-10-30,46166.97
410,422,2024-08-16,25184.63
411,297,2022-09-14,79564.13
412,45,2024-12-29,11332.31
413,119,2023-01-31,11345.62
414,30,2024-10-31,22412.75
415,477,2023-02-12,56178.86
416,434,2022-07-21,67865.42
417,448,2024-08-07,78293.62
418,476,2024-01-27,60379.34
419,112,2023-11-24,39057.01
420,111,2025-04-17,5103.54
421,206,2024-04-30,30015.62
422,305,2022-12-10,42193.58
423,192,2025-04-22,34320.57
424,124,2023-07-27,64854.46
425,232,2024-04-07,43296.90
426,481,2023-07-24,49787.00
427,108,2024-04-05,30163.50
428,232,2023-11-19,41764.44
429,377,2024-01-30,13712.60
430,163,2022-08-25,35035.86
431,483,2025-04-30,69924.64
432,199,2024-03-01,42814.05
433,385,2022-12-09,72034.30
434,35,2024-06-18,47849.38
435,426,2024-02-16,14842.20
436,188,2023-09-04,64389.17
437,89,2024-08-28,26603.87
438,306,2024-09-23,19503.80
439,236,2023-08-07,50312.70
440,155,2022-08-05,22242.18
441,218,2024-05-14,33364.48
442,416,2024-02-03,100036.86
443,57,2023-07-22,37767.99
444,175,2025-06-04,24357.33
445,339,2022-07-18,16731.10
446,117,2024-02-05,63677.29
447,137,2024-03-14,8161.16
448,212,2023-04-28,63877.87
449,104,2022-09-14,10227.53
450,172,2022-07-15,30900.17
451,106,2024-09-13,66623.68
452,177,2023-05-13,31380.41
453,2,2023-03-01,9854.22
454,84,2023-02-04,26308.02
455,413,2025-03-03,70810.53
456,160,2023-01-26,1533.60
457,343,2023-01-20,33126.80
458,10,2025-04-24,10948.41
459,276,2025-01-11,79099.08
460,13,2024-05-18,15825.48
461,448,2025-05-14,26436.84
462,123,2024-03-26,67093.35
463,13,2022-11-20,53898.43
464,384,2024-07-03,59955.74
465,62,2025-03-05,59276.40
466,71,2022-11-26,86371.08
467,3,2024-03-26,45544.56
468,45,2023-04-29,29859.41
469,185,2024-08-24,55503.33
470,221,2022-11-15,77621.98
471,233,2022-12-13,129790.53
472,474,2025-04-28,50138.38
473,148,2025-06-03,15527.38
474,49,2022-09-14,4540.62
475,58,2025-04-02,61310.61
476,461,2024-10-13,35729.68
477,422,2022-10-30,8152.75
478,406,2022-09-17,37417.04
479,355,2024-06-14,44360.18
480,99,2025-03-31,28691.74
481,391,2022-10-14,68840.13
482,305,2024-03-08,57943.52
483,338,2024-04-05,33792.45
484,485,2023-01-03,9208.84
485,54,2025-06-18,876.82
486,223,2022-11-18,62115.22
487,295,2023-10-11,56286.95
488,308,2024-06-20,26399.50
489,209,2025-01-12,11212.56
490,154,2022-07-27,31092.50
491,335,2024-12-30,98140.98
492,422,2023-12-06,6423.77
493,47,2024-02-13,69170.02
494,175,2022-10-25,14389.21
495,229,2024-06-02,34799.27
496,127,2025-03-06,9194.35
497,86,2022-08-03,75988.15
498,294,2024-07-23,82595.26
499,366,2022-10-03,45788.79
500,17,2025-02-19,22658.42
501,348,2022-09-27,50559.72
502,95,2024-10-31,53552.63
503,217,2022-10-03,59505.93
504,264,2025-05-17,96332.87
505,292,2024-03-07,16234.48
506,263,2024-02-21,23700.36
507,328,2024-02-26,37525.69
508,416,2024-10-27,71004.09
509,443,2025-03-10,57847.60
510,209,2024-08-01,25135.36
511,267,2025-04-07,21888.10
512,70,2022-10-05,130681.68
513,328,2024-12-31,53635.96
514,71,2024-09-29,16076.63
515,10,2023-11-29,67829.06
516,344,2024-10-12,3622.52
517,143,2023-05-24,3072.70
518,31,2023-06-19,35440.39
519,175,2023-03-10,19492.58
520,167,2025-02-23,76029.31
521,330,2024-04-09,72230.59
522,343,2022-07-23,12436.25
523,420,2023-08-24,6238.96
524,492,2022-08-23,3212.68
525,344,2025-05-26,52087.55
526,499,2024-09-19,32162.21
527,43,2024-07-12,6794.45
528,169,2022-11-14,33640.75
529,177,2024-07-03,82920.37
530,313,2024-07-13,34083.09
531,393,2025-05-01,73954.43
532,143,2023-08-20,52721.15
533,188,2022-10-03,12682.08
534,249,2024-06-08,105439.86
535,445,2023-12-15,25060.64
536,99,2025-04-14,49008.10
537,228,2024-09-05,13077.39
538,9,2022-12-23,58122.40
539,60,2025-02-03,8718.26
540,130,2023-03-30,39010.83
541,266,2023-08-25,50089.30
542,33,2023-07-29,45889.08
543,22,2023-03-10,86513.86
544,387,2024-02-19,63521.41
545,7,2024-02-21,17379.59
546,391,2023-04-04,2683.80
547,298,2022-10-09,8098.23
548,328,2024-07-28,66613.58
549,359,2025-01-11,60704.87
550,400,2023-04-15,117362.81
551,259,2023-07-25,28067.80
552,133,2023-02-15,50709.06
553,65,2022-06-29,23357.30
554,166,2023-04-13,1323.08
555,376,2025-01-26,19652.30
556,36,2022-08-08,76615.65
557,55,2023-12-29,37467.90
558,329,2023-01-23,8652.35
